id,raw_context,entity
14128,例如解不等式：4^x+2^x－2≥0，先变形为2^2x，设2^x=t（t>0），从而变为熟悉的一元二次不等式求解和指数方程的问题。,"不等式,一元二次不等式,指数方程"
14129,一旦定义了无理数次幂之后，这些无法定义的点将被找到并填满y=ax的图像上被挖去的部分，使指数函数的图像变成一条没有任何空隙的曲线。,"无理数,幂,指数函数,曲线"
14130,从几何学的角度出发，标准差可以理解为一个从n维空间的一个点到一条直线的距离的函数。,"几何学,标准差,直线,距离,函数"
14131,如果这组数据中的3个值都相等，则点P就是直线L上的一个点，P到L的距离为0，所以标准差也为0。,"直线,距离,标准差"
14132,我们不能随便称一个代数式或三角函数式为完全平方式。,"代数式,三角函数,完全平方"
14133,直线和平面所成的角：设b为m和e所成的角，则b=π/2±<a，c>。,"直线,平面,所成的角"
14134,两条直线相交所成的角是对顶角。,"直线,相交,所成的角,对顶角"
14135,平面两直线所成的角：设K(l1)=k1，K(l2)=k2(k1k2≠-1)，tan<l1，l2>=(k1-k2)/(1+k1k2)。,"平面,直线,所成的角"
14136,结果，空集是集合和函数的范畴的唯一初始对象。,"空集,集合,函数"
14137,并不是任何两个函数都可以复合成一个复合函数，若D为空集，则和函数不能复合 。,"函数,复合函数,空集"
14138,无论是函数图象还是折线图，都要在平面直角坐标系上画出相应的线形图，尽管这两种图形有着本质的不同。,"函数,折线图,平面直角坐标系"
14139,如图，这2个函数互相垂直，但若直接证明，存在困难，不易理解，如果平移平面直角坐标系，使这2个函数的交点交于原点，就会更简单。,"函数,互相垂直,平移,平面直角坐标系,原点"
14140,当平面直角坐标系中两直线平行时，其函数解析式中K值（即一次项系数）相等。,"平面直角坐标系,直线,平行,函数,解析式,一次项,系数"
14141,在平面直角坐标系中表示水平的数轴，箭头向右（即x轴，x轴上的实数表示横坐标），在函数中表示自变量。,"平面直角坐标系,数轴,x轴,实数,横坐标,函数,自变量"
14142,当平面直角坐标系中两直线平行时，其函数解析式中k的值(即一次项系数)相等。,"平面直角坐标系,直线,平行,函数,解析式,一次项,系数"
14143,当平面直角坐标系中两直线垂直时，其函数解析式中k的值互为相反数。,"平面直角坐标系,直线,垂直,函数,解析式,相反数"
14144,关于平面直角坐标系中两直线垂直时，其函数解析式中K值互为相反数的证明。,"平面直角坐标系,直线,垂直,函数,解析式,相反数"
14145,当平面直角坐标系中两直线平行时，其函数解析式中k的值（即一次项系数）相等。,"平面直角坐标系,直线,平行,函数,解析式,一次项,系数"
14146,当平面直角坐标系中两直线垂直时，其函数解析式中k的值互为负倒数（即两个k值的乘积为-1）。,"平面直角坐标系,直线,垂直,函数,解析式,倒数,乘积"
14147,当平面直角坐标系中两直线垂直时，其函数解析式中K值互为负倒数。,"平面直角坐标系,直线,垂直,函数,解析式,倒数"
14148,当平面直角坐标系中两直线垂直时，其函数解析式中k的值互为相反数。,"平面直角坐标系,直线,垂直,函数,解析式,相反数"
14149,函数图象是代数领域的平面直角坐标系上的图形，用来直观地研究函数的性质及解决间题。,"函数,代数,平面直角坐标系"
14150,在平面直角坐标系中表示垂直的数轴，箭头向上（即y轴，y轴上的实数表示纵坐标），在函数中表示因变量。,"平面直角坐标系,垂直,数轴,y轴,实数,纵坐标,函数,因变量"
14151,反比例函数图象是中心对称图形，对称中心是原点。,"反比例函数,中心对称图形,对称中心,原点"
14152,反比例函数的图象也是轴对称图形，其对称轴为y=x或y=-x。,"反比例函数,轴对称图形,对称轴"
14153,反比例函数图象上的点关于坐标原点对称。,"反比例函数,坐标原点,对称"
14154,反比例函数图象是中心对称图形，对称中心是原点。,"反比例函数,中心对称图形,对称中心,原点"
14155,反比例函数的图象也是轴对称图形，其对称轴为y=x或y=-x。,"反比例函数,轴对称图形,对称轴"
14156,反比例函数图象上的点关于坐标原点对称。,"反比例函数,坐标原点,对称"
14157,反比例函数的图象也是轴对称图形，其对称轴为y=x或y=-x。,"反比例函数,轴对称图形,对称轴"
14158,根据因式分解与整式乘法的关系，把各项系数直接带入求根公式，可避免配方过程而直接得出根，这种解一元二次方程的方法叫做公式法。,"因式分解,整式,乘法,系数,求根公式,配方,一元二次方程,公式法"
14159,根据因式分解与整式乘法的关系，把各项系数直接带入求根公式，可避免配方过程而直接得出根，这种解一元二次方程的方法叫做公式法。,"因式分解,整式,乘法,系数,求根公式,配方,一元二次方程,公式法"
14160,证明与自然数n有关的不等式时，可用数学归纳法证之。,"自然数,不等式,数学归纳法"
14161,（3）运用抛物线的对称性：由于抛物线是以对称轴为轴的轴对称图形，所以对称轴的连线的垂直平分线是抛物线的对称轴，对称轴与抛物线的交点是顶点。,"抛物线,对称性,对称轴,轴对称图形,垂直平分线"
14162,运用抛物线的对称性:由于抛物线是以对称轴为轴的轴对称图形，所以对称轴的连线的垂直平分线是抛物线的对称轴，对称轴与抛物线的交点是顶点。,"抛物线,对称性,对称轴,轴对称图形,垂直平分线"
14163,垂直平分线可以看成到线段两个端点距离相等的点的集合，垂直平分线是线段的一条对称轴。,"垂直平分线,线段,距离,集合,对称轴"
14164,事实上，b有其自身的几何意义：二次函数图象与y轴的交点处的该二次函数图像切线的函数解析式（一次函数）的斜率k的值。,"几何,二次函数,y轴,切线,函数,解析式,一次函数,斜率"
14165,一般形式y=ax^2+bx+c，称为一元二次方程的一般式，ax^2叫做二次项，a是二次项系数。,"一元二次方程,一般式,二次项,二次项系数"
14166,在一元二次方程或二次函数中，二次项系数的作用是决定函数图像的开口方向和开口大小，同时也运用在分析和求解二次不等式的根中。,"一元二次方程,二次函数,二次项系数,函数,二次不等式"
14167,配方法的关键是：先将一元二次方程的二次项系数化为1，然后在方程两边同时加上一次项系数一半的平方。,"配方法,一元二次方程,二次项系数,方程,一次项,系数,平方"
14168,小结：一般解一元二次方程，最常用的方法还是因式分解法，在应用因式分解法时，一般要先将方程写成一般形式，同时应使二次项系数化为正数。,"一般解,一元二次方程,因式分解法,方程,二次项系数,正数"
14169,整数和小数的集合也是实数，实数的定义是:有理数和无理数的集合。,"整数,小数,集合,实数,有理数,无理数"
14170,整数和小数的集合也是实数，实数的定义是：有理数和无理数的集合。,"整数,小数,集合,实数,有理数,无理数"
14171,而整数和分数统称有理数，小数分为有限小数，无限循环小数，无限不循环小数（即无理数），其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合，加上整数，即为整数-分数-无理数，也就是有理数-无理数，即实数。,"整数,分数,有理数,小数,有限小数,循环小数,无理数,集合,实数"
14172,反比例函数图象是中心对称图形，对称中心是原点。,"反比例函数,中心对称图形,对称中心,原点"
14173,反比例函数的图象也是轴对称图形，其对称轴为y=x或y=-x。,"反比例函数,轴对称图形,对称轴"
14174,反比例函数图象上的点关于坐标原点对称。,"反比例函数,坐标原点,对称"
14175,反比例函数图象是中心对称图形，对称中心是原点。,"反比例函数,中心对称图形,对称中心,原点"
14176,反比例函数的图象也是轴对称图形，其对称轴为y=x或y=-x。,"反比例函数,轴对称图形,对称轴"
14177,反比例函数图象上的点关于坐标原点对称。,"反比例函数,坐标原点,对称"
14178,反比例函数的图象也是轴对称图形，其对称轴为y=x或y=-x。,"反比例函数,轴对称图形,对称轴"
14179,用极坐标系描述的曲线方程称作极坐标方程，通常表示为r为自变量θ的函数。,"极坐标系,曲线,方程,极坐标,自变量,函数"
14180,小数分为有限小数，无限循环小数，无限不循环小数(即无理数)，其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合。,"小数,有限小数,循环小数,无理数,分数,集合"
14181,而整数和分数统称有理数，小数分为有限小数，无限循环小数，无限不循环小数（即无理数），其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合，加上整数，即为整数-分数-无理数，也就是有理数-无理数，即实数。,"整数,分数,有理数,小数,有限小数,循环小数,无理数,集合,实数"
14182,初中学习的锐角三角函数值的定义方法是在直角三角形中定义的，所以在初中阶段求锐角的三角函数值，都是通过构造直角三角形来完成的，即把这个角放到某个直角三角形中。,"锐角,三角函数,直角三角形"
14183,定义锐角三角函数时，是指含此锐角的直角三角形中任意两边的比。,"锐角,三角函数,直角三角形"
14184,因此，任何一个二元一次方程都有无数多个解，由这些解组成的集合，叫做这个二元一次方程的解集。,"二元一次方程,集合,解集"
14185,换元法，解方程组的一种重要方法。,"换元法,方程组"
14186,有时在解方程时，可以选择方程中的相同的部分换成另一个未知数，达到降次的目的，然后进行新方程求新未知数，最后再转换回来求原未知数，这种方法叫做换元法。,"方程,未知数,换元法"
14187,则二次函数的对称轴为直线x=-b/2a，顶点横坐标为-b/2a，顶点纵坐标为(4ac-b^2)/4a。,"二次函数,对称轴,直线,横坐标,纵坐标"
14188,必然事件记作Ω，样本空间Ω也是其自身的一个子集，Ω也是一个“随机”事件，每次试验中必定有Ω中的一个样本点出现，必然发生。,"必然事件,样本空间,子集,事件,样本点"
14189,样本空间Ω包含所有的样本点，它是Ω自身的子集，在每次的试验中它总是发生，称为必然事件，必然事件仍记为Ω，空集∮不包含任何样本点，它也作为样本空间Ω的子集。,"样本空间,样本点,子集,必然事件,空集"
14190,（2）图中竖线部分表示概率为1的事件，它与随机事件有非空交集，但不是随机事件的子集，而必然事件是它的真子集。,"概率,事件,随机事件,交集,子集,必然事件,真子集"
14191,六个三角函数也可以依据半径为1中心为原点的单位圆来定义。,"三角函数,半径,原点,单位圆"
14192,若令半径为单位长，那么所有的六个三角函数又可大为简化。,"半径,三角函数"
14193,具体地说，任意一个角的三角函数，都可以认为是以这个角的顶点为圆心，以某定长为半径作圆，由角的一边与圆周的交点P向另一边作垂线PM后，所得的线段OP、OM、MP(即函数线)相互之间所取的比值(如图八)，sinα=MP/OP，cosα=OM/OP，tanα=MP/OM等。,"三角函数,圆心,半径,圆,圆周,垂线,线段,函数"
14194,二元一次方程组还可以用做图像的方法，即将相应二元一次方程改写成一次函数的表达式在同坐标系内画出图像，两条直线的交点坐标即二元一次方程组的解。,"二元一次方程组,二元一次方程,一次函数,坐标,直线"
14195,二元一次方程组还可以用做图像的方法，即将相应二元一次方程改写成一次函数的表达式在同坐标系内画出图像，两条直线的交点坐标即二元一次方程组的解。,"二元一次方程组,二元一次方程,一次函数,坐标,直线"
14196,当时，则该函数与x轴相交（有两个交点）。,"函数,x轴,相交"
14197,当x=0时，b为一次函数图像与y轴交点的纵坐标，该点的坐标为(0，b)。,"一次函数,y轴,纵坐标,坐标"
14198,当y=0时，一次函数图像与x轴相交于（﹣b/k）。,"一次函数,x轴,相交"
14199,①有两个交点抛物线与轴相交。,"抛物线,相交"
14200,（二）如已知一条直角边和一个锐角，可用直角三角函数计算斜边。,"直角边,锐角,直角,三角函数,斜边"
14201,通常不等式中的数是实数，字母也代表实数，不等式的一般形式为F(x，y，……，z)≤G(x，y，……，z)（其中不等号也可以为<，≥，>中某一个），两边的解析式的公共定义域称为不等式的定义域，不等式既可以表达一个命题，也可以表示一个问题。,"不等式,实数,解析式,定义域,命题"
14202,设a，b(a<b)是两个相异的实数，则满足不等式a<x<b的所有实数x的集合称为以a，b为端点的开区间，记为。,"实数,不等式,集合,开区间"
14203,满足不等式的所有实数的集合称为以a，b为端点的闭区间，记为。,"不等式,实数,集合,闭区间"
14204,满足不等式或的所有实数x的集合称为以a，b为端点的半开半闭区间，分别记为及。,"不等式,实数,集合,半开半闭区间"
14205,不等式估计法主要针对方程有整数解，则必然有实数解，当方程的实数解为一个有界集，则着眼于一个有限范围内的整数解至多有有限个，逐一检验，求出全部解。,"不等式,方程,整数解,实数,有界"
14206,若方程的实数解是无界的，则着眼于整数，利用整数的各种性质产生适用的不等式。,"方程,实数,无界,整数,不等式"
14207,例如﹕不等式x-5≤-1的解集为x≤4。,"不等式,解集"
14208,不等式x﹥0的解集是所有正实数。,"不等式,解集,正实数"
14209,一般地，若是正实数，则有均值不等式。,"正实数,不等式"
14210,有理数是“数与代数”领域中的重要内容之一，在现实生活中有广泛的应用，是继续学习实数、代数式、方程、不等式、直角坐标系、函数、统计等数学内容以及相关学科知识的基础。,"有理数,代数,实数,代数式,方程,不等式,直角坐标系,函数,统计"
14211,（加法原则，或叫同向不等式可加性）。,"加法,不等式,可加性"
14212,证不等式的方法，实数性质威力大。,"不等式,实数"
14213,通常不等式中的数是实数，字母也代表实数，不等式的一般形式为F(x，y，……，z)≤G(x，y，……，z)（其中不等号也可以为<，≤，≥，>中某一个），两边的解析式的公共定义域称为不等式的定义域，不等式既可以表达一个命题，也可以表示一个问题。,"不等式,实数,解析式,定义域,命题"
14214,满足二元一次不等式(组)的x和y的取值构成有序数对(x，y)，所有这样的有序数对(x，y)构成的集合称为二元一次不等式(组)的解集。,"二元一次不等式,集合,解集"
14215,于是二元一次不等式(组)的解集就可以看成直角坐标系内的点构成的集合。,"二元一次不等式,解集,直角坐标系,集合"
14216,通常一元方程包括一元一次方程、一元二次方程和一元多次（三次及以上）方程。,"一元方程,一元一次方程,一元二次方程,方程"
14217,复数的概念起源于求方程的根，在二次、三次代数方程的求根中就出现了负数开平方的情况。,"复数,方程,代数方程,负数,平方"
14218,奇函数的任何一个点都有对称点，直角坐标系上一点（x，y）关于原点对称的点为（-x，-y)。,"奇函数,对称点,直角坐标系,原点,对称"
14219,一般说来，一个随机变量所取的值可以是离散的（如掷一颗骰子的点数只取1到6的整数，电话台收到的呼叫次数只取非负整数），也可以充满一个数值区间，或整个实数轴（如液体中悬浮的微粒沿某一方向的位移）。,"随机变量,整数,负整数,区间,实数,位移"
14220,标准差定义是总体各单位标准值与其平均数离差平方的算术平均数的平方根。,"标准差,平均数,离差,平方,算术平均数,平方根"
14221,在复数范围内，定义i的平方是-1，即-1的平方根是+/-i，记作i^2=-1。,"复数,平方,平方根"
14222,标准差，中文环境中又常称均方差，是离均差平方的算术平均数的平方根，用σ表示。,"标准差,方差,离均差,平方,算术平均数,平方根"
14223,用两根互相垂直且有同一原点的数轴可以构成平面直角坐标系，用三根互相垂直且有同一原点的数轴可以构成空间直角坐标系，以确定物体的位置。,"互相垂直,原点,数轴,平面直角坐标系,直角坐标系"
14224,如图，OBCD-D′A′B′C′是单位正方体，以A为原点，分别以OD，OA′，OB的方向为正方向，建立三条数轴x轴，y轴，z轴，这时建立了一个空间直角坐标系O-xyz，如下图。,"正方体,原点,正方向,数轴,x轴,y轴,直角坐标系"
14225,用三根互相垂直且有同一原点的数轴可以构成空间直角坐标系，以确定物体的位置。,"互相垂直,原点,数轴,直角坐标系"
14226,cosα/sinα=cotα=cscα/secα直角三角形中的锐角三角形函数。,"直角三角形,锐角三角形,函数"
14227,如图，这2个函数互相垂直，但若直接证明，存在困难，不易理解，如果平移平面直角坐标系，使这2个函数的交点交于原点，就会更简单。,"函数,互相垂直,平移,平面直角坐标系,原点"
14228,正半轴为数学函数中的概念，即x，y二轴上原点右（上）的部分。,"正半轴,函数,原点"
14229,三角函数是基本初等函数之一，是以角度（数学上最常用弧度制，下同）为自变量，角度对应任意角终边与单位圆交点坐标或其比值为因变量的函数。,"三角函数,基本初等函数,弧度制,自变量,任意角,终边,单位圆,坐标,因变量,函数"
14230,反三角函数实际上并不能叫做函数，因为它并不满足一个自变量对应一个函数值的要求，其图像与其原函数关于函数y=x对称。,"反三角函数,函数,自变量,函数值,原函数,对称"
14231,但当n为偶数时，由于负数开偶次方后将得到一个纯虚数，在纯虚数中，即，这就违背了两种理解的等价性，此时的a只能取非负数。,"偶数,负数,纯虚数,等价"
14232,复数的概念起源于求方程的根，在二次、三次代数方程的求根中就出现了负数开平方的情况。,"复数,方程,代数方程,负数,平方"
14233,如图，这2个函数互相垂直，但若直接证明，存在困难，不易理解，如果平移平面直角坐标系，使这2个函数的交点交于原点，就会更简单。,"函数,互相垂直,平移,平面直角坐标系,原点"
14234,当平面直角坐标系中两直线垂直时，其函数解析式中k的值互为相反数。,"平面直角坐标系,直线,垂直,函数,解析式,相反数"
14235,当平面直角坐标系中两直线平行时，其函数解析式中k的值（即一次项系数）相等。,"平面直角坐标系,直线,平行,函数,解析式,一次项,系数"
14236,当平面直角坐标系中两直线垂直时，其函数解析式中k的值互为负倒数（即两个k值的乘积为-1）。,"平面直角坐标系,直线,垂直,函数,解析式,倒数,乘积"
14237,当平面直角坐标系中两直线垂直时，其函数解析式中K值互为负倒数。,"平面直角坐标系,直线,垂直,函数,解析式,倒数"
14238,当平面直角坐标系中两直线垂直时，其函数解析式中k的值互为相反数。,"平面直角坐标系,直线,垂直,函数,解析式,相反数"
14239,用两根互相垂直且有同一原点的数轴可以构成平面直角坐标系，用三根互相垂直且有同一原点的数轴可以构成空间直角坐标系，以确定物体的位置。,"互相垂直,原点,数轴,平面直角坐标系,直角坐标系"
14240,用三根互相垂直且有同一原点的数轴可以构成空间直角坐标系，以确定物体的位置。,"互相垂直,原点,数轴,直角坐标系"
14241,关于平面直角坐标系中两直线垂直时，其函数解析式中K值互为相反数的证明。,"平面直角坐标系,直线,垂直,函数,解析式,相反数"
14242,在平面直角坐标系中表示垂直的数轴，箭头向上（即y轴，y轴上的实数表示纵坐标），在函数中表示因变量。,"平面直角坐标系,垂直,数轴,y轴,实数,纵坐标,函数,因变量"
14243,因此在理论上，我们称试验E所对应的样本空间Ω的子集为E的一个随机事件，简称事件。,"样本空间,子集,随机事件,事件"
14244,（3）图中斜线部分表示概率为0的事件，它与随机事件也有非空交集，但不是随机事件的子集，而不可能事件是它的真子集。,"斜线,概率,事件,随机事件,交集,子集,不可能事件,真子集"
14245,每一个随机试验相应的有一个样本空间，样本空间的子集就是随机事件。,"随机试验,样本空间,子集,随机事件"
14246,综上所述，随机事件可能有不同的表达方式：一种是直接用语言描述，同一事件可能有不同的描述。,"随机事件,事件"
14247,也可以用样本空间子集的形式表示，此时，需要理解它所表达的实际含义，有利于对事件的理解。,"样本空间,子集,事件"
14248,样本空间Ω的任一子集A称为随机事件。,"样本空间,子集,随机事件"
14249,（2）图中竖线部分表示概率为1的事件，它与随机事件有非空交集，但不是随机事件的子集，而必然事件是它的真子集。,"概率,事件,随机事件,交集,子集,必然事件,真子集"
14250,样本空间Ω的任一子集A称为随机事件。,"样本空间,子集,随机事件"
14251,样本空间Ω的仅包含一个样本点ω的单点子集{ω}也是一种随机事件，这种事件称为基本事件。,"样本空间,样本点,子集,随机事件,事件,基本事件"
14252,例如，在试验E中，令A表示“出现奇数点”，A就是一个随机事件，A还可以用样本点的集合形式表示，即A={1，3，5}，它是样本空间Ω的一个子集，在试验W中，令B表示“灯泡的寿命大于1000小时”，B也是一个随机事件，B也可用样本点的集合形式表示，即B={t|t>1000}，B也是样本空间的一个子集。,"奇数,随机事件,样本点,集合,样本空间,子集"
14253,随机试验→样本空间→随机事件（子集） 。,"随机试验,样本空间,随机事件,子集"
14254,则二次函数的对称轴为直线x=-b/2a，顶点横坐标为-b/2a，顶点纵坐标为(4ac-b^2)/4a。,"二次函数,对称轴,直线,横坐标,纵坐标"
14255,一般地，把形如（a、b、c是常数）的函数叫做二次函数，其中a称为二次项系数，b为一次项系数，c为常数项。,"常数,函数,二次函数,二次项系数,一次项,系数,常数项"
14256,把形如(a、b、c是常数)的函数叫做二次函数，其中a称为二次项系数，b为一次项系数，c为常数项。,"常数,函数,二次函数,二次项系数,一次项,系数,常数项"
14257,在反比例函数的图象上任取一点，向两个坐标轴作垂线，这点，两个垂足及原点所围成的矩形面积是定值，为∣k∣。,"反比例函数,坐标,垂线,垂足,原点,矩形,面积"
14258,反比例函数上一点向x、y轴分别作垂线，分别交于y轴和x轴，则QOWM的面积为|k|，则连接该矩形的对角线即连接OM，则RT△OMQ的面积=½|k|。,"反比例函数,y轴,垂线,x轴,面积,矩形,对角线"
14259,另外，从反比例函数的解析式可以得出，在反比例函数的图象上任取一点，向两个坐标轴作垂线，这点、两个垂足及原点所围成的矩形面积是定值，为∣k∣。,"反比例函数,解析式,坐标,垂线,垂足,原点,矩形,面积"
14260,过反比例函数（）图象上任意一点P（x，y），作两坐标轴的垂线，两垂足、原点、P点组成一个矩形，矩形的面积为。,"反比例函数,坐标,垂线,垂足,原点,矩形,面积"
14261,过反比例函数图象一点，作任一坐标轴的垂线，并连接原点，围成的三角形的面积为。,"反比例函数,坐标,垂线,原点,三角形,面积"
14262,反比例函数中，比例系数k有一个很重要的几何意义，那就是：过反比例函数图象上任一点P作x轴、y轴的垂线PM、PN，垂足为M、N则矩形PMON的面积为。,"反比例函数,比例系数,几何,x轴,y轴,垂线,垂足,矩形,面积"
14263,在样本容量相同的情况下，方差越大，说明数据的波动越大，越不稳定。,"样本容量,方差"
14264,29角的平分线是到角的两边距离相等的所有点的集合。,"平分,距离,集合"
14265,角的平分线是到角的两边距离相等的所有点的集合。,"平分,距离,集合"
14266,STDEVA，STDEVPA四个函数，分别表示样本标准差、总体标准差。,"函数,样本标准差,标准差"
14267,包含逻辑值运算的样本标准差、包含逻辑值运算的总体标准差（excel用的是“标准偏差”字样）。,"样本标准差,标准差,偏差"
14268,从几何学的角度出发，标准差可以理解为一个从n维空间的一个点到一条直线的距离的函数。,"几何学,标准差,直线,距离,函数"
14269,标准差，中文环境中又常称均方差，是离均差平方的算术平均数的平方根，用σ表示。,"标准差,方差,离均差,平方,算术平均数,平方根"
14270,标准差定义是总体各单位标准值与其平均数离差平方的算术平均数的平方根。,"标准差,平均数,离差,平方,算术平均数,平方根"
14271,（3）图中斜线部分表示概率为0的事件，它与随机事件也有非空交集，但不是随机事件的子集，而不可能事件是它的真子集。,"斜线,概率,事件,随机事件,交集,子集,不可能事件,真子集"
14272,不可能事件记作Φ，空集Φ也是样本空间的一个子集，Φ也是一个特殊的“随机”事件，不包含任何样本点，不可能发生。,"不可能事件,空集,样本空间,子集,事件,样本点"
14273,且未知数在分母上，那么这个方程就是分式方程，不是一元二次方程，方程中如果有根号，且未知数在根号内，那么这个方程也不是一元二次方程（是无理方程）。,"未知数,分母,方程,分式方程,一元二次方程,根号,无理方程"
14274,一元二次方程是整式方程，即等号两边都是整式，方程中如果有分母。,"一元二次方程,整式方程,整式,方程,分母"
14275,且未知数在分母上，那么这个方程就是分式方程，不是一元二次方程，方程中如果有根号，且未知数在根号内，那么这个方程也不是一元二次方程(是无理方程)。,"未知数,分母,方程,分式方程,一元二次方程,根号,无理方程"
14276,而在竞赛上，又有拆项和添减项法、分组分解法和十字相乘法、待定系数法、双十字相乘法、对称多项式轮换对称多项式法、余数定理法、求根公式法、换元法、长除法、除法等。,"分组分解法,十字相乘法,待定系数法,对称,多项式,余数定理,求根公式,换元法,除法"
14277,因式分解主要有十字相乘法，待定系数法，双十字相乘法，对称多项式，轮换对称多项式法，余式定理法等方法，求根公因式分解没有普遍适用的方法，初中数学教材中主要介绍了提公因式法、运用公式法、分组分解法。,"因式分解,十字相乘法,待定系数法,对称,多项式,余式定理,中数,提公因式法,公式法,分组分解法"
14278,在分解含多个字母的代数式时，选取其中一个字母为主元(未知数)，将其它字母看成是常数，把代数式整理成关于主元的降幂排列(或升幂排列)的多项式，再尝试用公式法、配方法、分组分解法等分解因式的方法进行分解。,"分解,代数式,未知数,常数,降幂排列,升幂排列,多项式,公式法,配方法,分组分解法,分解因式"
14279,因式分解没有普遍适用的法则，初中数学教材中主要介绍了提公因式法、公式法、分组分解法、十字相乘法、配方法、待定系数法、拆项法等方法。,"因式分解,中数,提公因式法,公式法,分组分解法,十字相乘法,配方法,待定系数法"
14280,应用分组分解法因式分解，不仅可以考察提公因式法，公式法，同时它在代数式的化简，求值及一元二次方程，函数等学习中也有重要作用。,"分组分解法,因式分解,提公因式法,公式法,代数式,一元二次方程,函数"
14281,式分解主要有十字相乘法，待定系数法，提公因式法，运用公式法，分组分解法等方法。,"分解,十字相乘法,待定系数法,提公因式法,公式法,分组分解法"
14282,小数分为有限小数，无限循环小数，无限不循环小数(即无理数)，其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合。,"小数,有限小数,循环小数,无理数,分数,集合"
14283,而整数和分数统称有理数，小数分为有限小数，无限循环小数，无限不循环小数（即无理数），其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合，加上整数，即为整数-分数-无理数，也就是有理数-无理数，即实数。,"整数,分数,有理数,小数,有限小数,循环小数,无理数,集合,实数"
14284,分子和分母也用于不常见的分数，包括复合分数，复数分数和混合数字。,"分子,分母,分数,复数,合数"
14285,英语分数的分母通常用顺序数字表示，如果分子不是一个，则表示为复数。,"分数,分母,分子,复数"
14286,求任意2点的连线的一次函数解析式：(x-x1)/(x1-x2)=(y-y1)/(y1-y2)（若分母为0，则分子为0）。,"一次函数,解析式,分母,分子"
14287,分析：通过设(6x^3+10x)/(x^4+x^2+1)=(ax+b)/(x^2+x+1)+(cx+d)/(x^2-x+1)，将等式右边同分，发现两边的分母相同，即可得到两边的分子相等，最后利用待定系数法即可求出a、b、c、d。,"等式,分母,分子,待定系数法"
14288,这里我们将分子化成平方式，然后利用完全平方公式配方，再和分母约分，这样避免采用平方差公式分解 。,"分子,平方,完全平方公式,配方,分母,约分,平方差公式,分解"
14289,在这里我们将分子用平方差公式分解因式，然后分解！注意在这里我们不能将分母乘以，因为有可能等于0，若分情况讨论又比较麻烦，此时我们就应该注意分子和分母的结构关系 ！,"分子,平方差公式,分解因式,分解,分母,乘以"
14290,用弧长与半径之比度量对应圆心角角度的方式，叫做弧度制，用符号rad表示，读作弧度。,"弧长,半径,圆心角,弧度制,弧度"
14291,二元二次方程由一个二元一次方程和一个二元二次方程组成的方程组，一般用代入法求解，即将方程组中的二元一次方程用含有二元二次方程的应用一个未知数的代数式表示另一个未知数，然后代入二元二次方程中，从而化“二元”为“一元”，如此便得到一个一元二次方程。,"二元二次方程,二元一次方程,二元二次方程组,方程组,代入法,未知数,代数式,一元二次方程"
14292,由一个二元一次方程和一个二元二次方程组成的方程组，一般用代入法求解，即将方程组中的二元一次方程用含有一个未知数的代数式表示另一个未知数，然后代入二元二次方程中，从而化“二元”为“一元”，如此便得到一个一元二次方程。,"二元一次方程,二元二次方程组,方程组,代入法,未知数,代数式,二元二次方程,一元二次方程"
14293,当a小于0时，sqrt(a)的值为纯虚数(在一元二次方程求根公式中，若根号下为负数，则方程有两个共轭虚根)。,"纯虚数,一元二次方程,求根公式,根号,负数,方程,共轭,虚根"
14294,当a小于0时，√a的值为纯虚数（在一元二次方程求根公式中，若根号下为负数，则方程有两个共轭虚根）。,"纯虚数,一元二次方程,求根公式,根号,负数,方程,共轭,虚根"
14295,反比例函数中，比例系数k有一个很重要的几何意义，那就是：过反比例函数图象上任一点P作x轴、y轴的垂线PM、PN，垂足为M、N则矩形PMON的面积为。,"反比例函数,比例系数,几何,x轴,y轴,垂线,垂足,矩形,面积"
14296,解析式形如y=k/x的函数叫做反比例函数，其中k也叫做反比例系数，反比例函数的定义域是不等于零的一切实数。,"解析式,函数,反比例函数,比例系数,定义域,实数"
14297,二元二次方程由一个二元一次方程和一个二元二次方程组成的方程组，一般用代入法求解，即将方程组中的二元一次方程用含有二元二次方程的应用一个未知数的代数式表示另一个未知数，然后代入二元二次方程中，从而化“二元”为“一元”，如此便得到一个一元二次方程。,"二元二次方程,二元一次方程,二元二次方程组,方程组,代入法,未知数,代数式,一元二次方程"
14298,由一个二元一次方程和一个二元二次方程组成的方程组，一般用代入法求解，即将方程组中的二元一次方程用含有一个未知数的代数式表示另一个未知数，然后代入二元二次方程中，从而化“二元”为“一元”，如此便得到一个一元二次方程。,"二元一次方程,二元二次方程组,方程组,代入法,未知数,代数式,二元二次方程,一元二次方程"
14299,数轴具有数的完备性，不仅能够表示有理数和无理数（合称实数），还能够表示虚数，同时还可以建立坐标系，构成了一个比较严密的数的系统。,"数轴,有理数,无理数,实数,虚数,坐标"
14300,类似的，一个最简分数可以被化作某正整数底数的有限小数当且仅当其分母之质因数为此基底质因数的子集。,"最简分数,正整数,底数,有限小数,分母,质因数,基底,子集"
